date,d_entries,d_exits,station,line
2015-01-01,9688.0,13648.0,125 ST,456
2015-01-02,15926.0,20103.0,125 ST,456
2015-01-03,11807.0,17263.0,125 ST,456
2015-01-04,9418.0,13796.0,125 ST,456
2015-01-05,20581.0,24833.0,125 ST,456
2015-01-06,20528.0,28052.0,125 ST,456
2015-01-07,19973.0,27773.0,125 ST,456
2015-01-08,20277.0,24041.0,125 ST,456
2015-01-09,22036.0,28247.0,125 ST,456
2015-01-10,12226.0,18405.0,125 ST,456
2015-01-11,10721.0,13531.0,125 ST,456
2015-01-12,20153.0,24071.0,125 ST,456
2015-01-13,21143.0,28709.0,125 ST,456
2015-01-14,20956.0,28454.0,125 ST,456
2015-01-15,21543.0,29510.0,125 ST,456
2015-01-16,21889.0,29816.0,125 ST,456
2015-01-17,12122.0,20245.0,125 ST,456
2015-01-18,8240.0,12722.0,125 ST,456
2015-01-19,11989.0,16146.0,125 ST,456
2015-01-20,21086.0,24896.0,125 ST,456
2015-01-21,21720.0,25662.0,125 ST,456
2015-01-22,21100.0,25914.0,125 ST,456
2015-01-23,21617.0,25873.0,125 ST,456
2015-01-24,11338.0,16789.0,125 ST,456
2015-01-25,9555.0,14420.0,125 ST,456
2015-01-26,19628.0,23041.0,125 ST,456
2015-01-27,4557.0,6201.0,125 ST,456
2015-01-28,19470.0,23366.0,125 ST,456
2015-01-29,21478.0,26228.0,125 ST,456
2015-01-30,21622.0,26741.0,125 ST,456
2015-01-31,12873.0,16905.0,125 ST,456
2015-02-01,9779.0,13599.0,125 ST,456
2015-02-02,17621.0,22187.0,125 ST,456
2015-02-03,20325.0,25184.0,125 ST,456
2015-02-04,25168.0,24119.0,125 ST,456
2015-02-05,22098.0,25143.0,125 ST,456
2015-02-06,21718.0,25430.0,125 ST,456
2015-02-07,13674.0,17721.0,125 ST,456
2015-02-08,10682.0,14072.0,125 ST,456
2015-02-09,20307.0,22841.0,125 ST,456
2015-02-10,22087.0,25690.0,125 ST,456
2015-02-11,22210.0,26238.0,125 ST,456
2015-02-12,21397.0,25742.0,125 ST,456
2015-02-13,25214.0,23847.0,125 ST,456
2015-02-14,12386.0,16360.0,125 ST,456
2015-02-15,8738.0,12143.0,125 ST,456
2015-02-16,12285.0,13209.0,125 ST,456
2015-02-17,18407.0,22187.0,125 ST,456
2015-02-18,19510.0,24142.0,125 ST,456
2015-02-19,20237.0,23548.0,125 ST,456
2015-02-20,20591.0,21846.0,125 ST,456
2015-02-21,10475.0,14449.0,125 ST,456
2015-02-22,8816.0,12030.0,125 ST,456
2015-02-23,20849.0,24046.0,125 ST,456
2015-02-24,21781.0,24315.0,125 ST,456
2015-02-25,22490.0,30354.0,125 ST,456
2015-02-26,22296.0,26019.0,125 ST,456
2015-02-27,22986.0,26273.0,125 ST,456
2015-02-28,12209.0,16164.0,125 ST,456
2015-03-01,9234.0,11942.0,125 ST,456
2015-03-02,20544.0,24193.0,125 ST,456
2015-03-03,22593.0,26096.0,125 ST,456
2015-03-04,21740.0,26140.0,125 ST,456
2015-03-05,20110.0,24178.0,125 ST,456
2015-03-06,22560.0,25615.0,125 ST,456
2015-03-07,13077.0,18029.0,125 ST,456
2015-03-08,10116.0,14826.0,125 ST,456
2015-03-09,21683.0,25851.0,125 ST,456
2015-03-10,23040.0,28353.0,125 ST,456
2015-03-11,23153.0,28303.0,125 ST,456
2015-03-12,23005.0,28847.0,125 ST,456
2015-03-13,22703.0,28621.0,125 ST,456
2015-03-14,12065.0,16250.0,125 ST,456
2015-03-15,10234.0,14292.0,125 ST,456
2015-03-16,21604.0,25526.0,125 ST,456
2015-03-17,22535.0,26853.0,125 ST,456
2015-03-18,22199.0,26575.0,125 ST,456
2015-03-19,22304.0,26970.0,125 ST,456
2015-03-20,21917.0,26101.0,125 ST,456
2015-03-21,15093.0,17915.0,125 ST,456
2015-03-22,13083.0,15373.0,125 ST,456
2015-03-23,22040.0,25354.0,125 ST,456
2015-03-24,22153.0,25111.0,125 ST,456
2015-03-25,22840.0,25351.0,125 ST,456
2015-03-26,22128.0,26100.0,125 ST,456
2015-03-27,21708.0,26855.0,125 ST,456
2015-03-28,16581.0,18858.0,125 ST,456
2015-03-29,13188.0,15796.0,125 ST,456
2015-03-30,22202.0,25593.0,125 ST,456
2015-03-31,22301.0,25952.0,125 ST,456
2015-04-01,22703.0,27046.0,125 ST,456
2015-04-02,22559.0,27416.0,125 ST,456
2015-04-03,18456.0,23590.0,125 ST,456
2015-04-04,13940.0,24322.0,125 ST,456
2015-04-05,12801.0,19783.0,125 ST,456
2015-04-06,20250.0,25021.0,125 ST,456
2015-04-07,19635.0,24361.0,125 ST,456
2015-04-08,19990.0,24579.0,125 ST,456
2015-04-09,20615.0,25354.0,125 ST,456
2015-04-10,20527.0,25112.0,125 ST,456
2015-04-11,13867.0,19480.0,125 ST,456
2015-04-12,10549.0,14950.0,125 ST,456
2015-04-13,21587.0,25963.0,125 ST,456
2015-04-14,22410.0,26421.0,125 ST,456
2015-04-15,22135.0,27694.0,125 ST,456
2015-04-16,22794.0,27368.0,125 ST,456
2015-04-17,22889.0,27390.0,125 ST,456
2015-04-18,15180.0,25553.0,125 ST,456
2015-04-19,11954.0,21617.0,125 ST,456
2015-04-20,20431.0,24801.0,125 ST,456
2015-04-21,22445.0,26029.0,125 ST,456
2015-04-22,22550.0,26671.0,125 ST,456
2015-04-23,23061.0,27287.0,125 ST,456
2015-04-24,10923.0,14301.0,125 ST,456
2015-04-25,25748.0,33325.0,125 ST,456
2015-04-26,9257.0,16571.0,125 ST,456
2015-04-27,15302.0,25248.0,125 ST,456
2015-04-28,17244.0,26752.0,125 ST,456
2015-04-29,17008.0,27147.0,125 ST,456
2015-04-30,20060.0,27023.0,125 ST,456
2015-05-01,22527.0,27671.0,125 ST,456
2015-05-02,15126.0,25264.0,125 ST,456
2015-05-03,12626.0,22366.0,125 ST,456
2015-05-04,20605.0,26900.0,125 ST,456
2015-05-05,22081.0,27191.0,125 ST,456
2015-05-06,22323.0,27067.0,125 ST,456
2015-05-07,20792.0,27424.0,125 ST,456
2015-05-08,22133.0,27461.0,125 ST,456
2015-05-09,13410.0,18217.0,125 ST,456
2015-05-10,10669.0,14738.0,125 ST,456
2015-05-11,21673.0,25398.0,125 ST,456
2015-05-12,22089.0,27187.0,125 ST,456
2015-05-13,22565.0,27574.0,125 ST,456
2015-05-14,23043.0,28312.0,125 ST,456
2015-05-15,23021.0,28734.0,125 ST,456
2015-05-16,13354.0,19278.0,125 ST,456
