date,d_entries,d_exits,station,line
2017-04-15,14212.0,11988.0,72 ST-2 AVE,Q
2017-04-16,10422.0,10020.0,72 ST-2 AVE,Q
2017-04-17,24290.0,22787.0,72 ST-2 AVE,Q
2017-04-18,27618.0,24543.0,72 ST-2 AVE,Q
2017-04-19,29480.0,26813.0,72 ST-2 AVE,Q
2017-04-20,29568.0,26587.0,72 ST-2 AVE,Q
2017-04-21,28576.0,24393.0,72 ST-2 AVE,Q
2017-04-22,17050.0,15341.0,72 ST-2 AVE,Q
2017-04-23,12708.0,12444.0,72 ST-2 AVE,Q
2017-04-24,27042.0,25211.0,72 ST-2 AVE,Q
2017-04-25,29945.0,26962.0,72 ST-2 AVE,Q
2017-04-26,30376.0,26651.0,72 ST-2 AVE,Q
2017-04-27,29644.0,26024.0,72 ST-2 AVE,Q
2017-04-28,28379.0,24888.0,72 ST-2 AVE,Q
2017-04-29,16249.0,13537.0,72 ST-2 AVE,Q
2017-04-30,12519.0,12072.0,72 ST-2 AVE,Q
2017-05-01,27152.0,24703.0,72 ST-2 AVE,Q
2017-05-02,29429.0,25698.0,72 ST-2 AVE,Q
2017-05-03,29639.0,26335.0,72 ST-2 AVE,Q
2017-05-04,30220.0,26505.0,72 ST-2 AVE,Q
2017-05-05,28023.0,24852.0,72 ST-2 AVE,Q
2017-05-06,16116.0,13664.0,72 ST-2 AVE,Q
2017-05-07,12015.0,10802.0,72 ST-2 AVE,Q
2017-05-08,27434.0,25076.0,72 ST-2 AVE,Q
2017-05-09,29129.0,24722.0,72 ST-2 AVE,Q
2017-05-10,30590.0,27076.0,72 ST-2 AVE,Q
2017-05-11,30168.0,26355.0,72 ST-2 AVE,Q
2017-05-12,28846.0,25113.0,72 ST-2 AVE,Q
2017-05-13,15904.0,12971.0,72 ST-2 AVE,Q
2017-05-14,13545.0,11531.0,72 ST-2 AVE,Q
2017-05-15,27645.0,25386.0,72 ST-2 AVE,Q
2017-05-16,29956.0,26172.0,72 ST-2 AVE,Q
2017-05-17,30397.0,26921.0,72 ST-2 AVE,Q
2017-05-18,30983.0,26221.0,72 ST-2 AVE,Q
2017-05-19,29871.0,26534.0,72 ST-2 AVE,Q
2017-05-20,16944.0,14638.0,72 ST-2 AVE,Q
2017-05-21,12885.0,12423.0,72 ST-2 AVE,Q
2017-05-22,28160.0,25542.0,72 ST-2 AVE,Q
2017-05-23,29553.0,25546.0,72 ST-2 AVE,Q
2017-05-24,29873.0,25825.0,72 ST-2 AVE,Q
2017-05-25,30316.0,26346.0,72 ST-2 AVE,Q
2017-05-26,26536.0,22418.0,72 ST-2 AVE,Q
2017-05-27,13937.0,10655.0,72 ST-2 AVE,Q
2017-05-28,11574.0,9346.0,72 ST-2 AVE,Q
2017-05-29,10225.0,9932.0,72 ST-2 AVE,Q
2017-05-30,28077.0,25210.0,72 ST-2 AVE,Q
2017-05-31,29276.0,25870.0,72 ST-2 AVE,Q
2017-06-01,30398.0,26082.0,72 ST-2 AVE,Q
2017-06-02,26212.0,22933.0,72 ST-2 AVE,Q
