date,d_entries,d_exits,station,line
2015-01-01,8977.0,5411.0,116 ST,6
2015-01-02,12870.0,7255.0,116 ST,6
2015-01-03,10039.0,6111.0,116 ST,6
2015-01-04,8752.0,5137.0,116 ST,6
2015-01-05,16164.0,8888.0,116 ST,6
2015-01-06,16497.0,9008.0,116 ST,6
2015-01-07,16077.0,8769.0,116 ST,6
2015-01-08,15113.0,8421.0,116 ST,6
2015-01-09,16371.0,8741.0,116 ST,6
2015-01-10,10730.0,6528.0,116 ST,6
2015-01-11,8791.0,5549.0,116 ST,6
2015-01-12,15600.0,8520.0,116 ST,6
2015-01-13,16529.0,8713.0,116 ST,6
2015-01-14,16594.0,9112.0,116 ST,6
2015-01-15,16651.0,9126.0,116 ST,6
2015-01-16,17156.0,9385.0,116 ST,6
2015-01-17,10647.0,6006.0,116 ST,6
2015-01-18,7900.0,4960.0,116 ST,6
2015-01-19,11143.0,6357.0,116 ST,6
2015-01-20,16507.0,8954.0,116 ST,6
2015-01-21,16861.0,9078.0,116 ST,6
2015-01-22,16531.0,8765.0,116 ST,6
2015-01-23,17301.0,9505.0,116 ST,6
2015-01-24,10405.0,6455.0,116 ST,6
2015-01-25,9247.0,5787.0,116 ST,6
2015-01-26,14037.0,7959.0,116 ST,6
2015-01-27,4763.0,3011.0,116 ST,6
2015-01-28,15585.0,8023.0,116 ST,6
2015-01-29,16573.0,8824.0,116 ST,6
2015-01-30,17003.0,9043.0,116 ST,6
2015-01-31,12239.0,7522.0,116 ST,6
2015-02-01,10152.0,6202.0,116 ST,6
2015-02-02,14292.0,7422.0,116 ST,6
2015-02-03,17118.0,9060.0,116 ST,6
2015-02-05,17646.0,9413.0,116 ST,6
2015-02-06,17200.0,9463.0,116 ST,6
2015-02-07,12197.0,6891.0,116 ST,6
2015-02-08,10242.0,5920.0,116 ST,6
2015-02-09,16222.0,8528.0,116 ST,6
2015-02-10,17683.0,9333.0,116 ST,6
2015-02-11,18158.0,9615.0,116 ST,6
2015-02-12,17113.0,9188.0,116 ST,6
2015-02-13,16948.0,7632.0,116 ST,6
2015-02-14,11525.0,5802.0,116 ST,6
2015-02-15,8520.0,8224.0,116 ST,6
2015-02-16,9727.0,5612.0,116 ST,6
2015-02-17,14262.0,7417.0,116 ST,6
2015-02-18,15117.0,8270.0,116 ST,6
2015-02-19,14837.0,8142.0,116 ST,6
2015-02-20,14045.0,7788.0,116 ST,6
2015-02-21,10863.0,6611.0,116 ST,6
2015-02-22,9399.0,5843.0,116 ST,6
2015-02-23,16479.0,8452.0,116 ST,6
2015-02-24,17001.0,8998.0,116 ST,6
2015-02-25,17496.0,9239.0,116 ST,6
2015-02-26,17310.0,9457.0,116 ST,6
2015-02-27,17596.0,9668.0,116 ST,6
2015-02-28,12147.0,7092.0,116 ST,6
2015-03-01,9232.0,5911.0,116 ST,6
2015-03-02,15949.0,8476.0,116 ST,6
2015-03-03,17722.0,9305.0,116 ST,6
2015-03-04,17671.0,9304.0,116 ST,6
2015-03-05,15994.0,8963.0,116 ST,6
2015-03-06,17223.0,9669.0,116 ST,6
2015-03-07,12438.0,7480.0,116 ST,6
2015-03-08,10277.0,6619.0,116 ST,6
2015-03-09,17360.0,9653.0,116 ST,6
2015-03-10,17312.0,9479.0,116 ST,6
2015-03-11,17166.0,8979.0,116 ST,6
2015-03-12,17087.0,9070.0,116 ST,6
2015-03-13,17317.0,9409.0,116 ST,6
2015-03-14,11179.0,6901.0,116 ST,6
2015-03-15,9652.0,6426.0,116 ST,6
2015-03-16,16953.0,9262.0,116 ST,6
2015-03-17,17856.0,9985.0,116 ST,6
2015-03-18,17899.0,9923.0,116 ST,6
2015-03-19,17708.0,10003.0,116 ST,6
2015-03-20,17220.0,9551.0,116 ST,6
2015-03-21,8732.0,6326.0,116 ST,6
2015-03-22,6578.0,5265.0,116 ST,6
2015-03-23,16627.0,8912.0,116 ST,6
2015-03-24,17574.0,9469.0,116 ST,6
2015-03-25,17720.0,9671.0,116 ST,6
2015-03-26,17454.0,9451.0,116 ST,6
2015-03-27,18250.0,9750.0,116 ST,6
2015-03-28,8742.0,6046.0,116 ST,6
2015-03-29,6631.0,5176.0,116 ST,6
2015-03-30,16493.0,8942.0,116 ST,6
2015-03-31,17615.0,9629.0,116 ST,6
2015-04-01,18203.0,9389.0,116 ST,6
2015-04-02,17910.0,9399.0,116 ST,6
2015-04-03,11433.0,5900.0,116 ST,6
2015-04-04,11168.0,5502.0,116 ST,6
2015-04-05,6109.0,2577.0,116 ST,6
2015-04-06,13582.0,6663.0,116 ST,6
2015-04-07,14270.0,6887.0,116 ST,6
2015-04-08,15083.0,9919.0,116 ST,6
2015-04-09,14677.0,8105.0,116 ST,6
2015-04-10,15132.0,8260.0,116 ST,6
2015-04-11,11799.0,6702.0,116 ST,6
2015-04-12,9722.0,5663.0,116 ST,6
2015-04-13,17162.0,8964.0,116 ST,6
2015-04-14,17781.0,9197.0,116 ST,6
2015-04-15,18157.0,9356.0,116 ST,6
2015-04-16,17680.0,9543.0,116 ST,6
2015-04-17,17508.0,9454.0,116 ST,6
2015-04-18,8668.0,3619.0,116 ST,6
2015-04-19,6574.0,2841.0,116 ST,6
2015-04-20,15687.0,8173.0,116 ST,6
2015-04-21,17594.0,9139.0,116 ST,6
2015-04-22,17792.0,9347.0,116 ST,6
2015-04-23,17817.0,9261.0,116 ST,6
2015-04-24,17954.0,9418.0,116 ST,6
2015-04-25,8270.0,6093.0,116 ST,6
2015-04-26,5973.0,4706.0,116 ST,6
2015-04-27,16470.0,8599.0,116 ST,6
2015-04-28,17860.0,9268.0,116 ST,6
2015-04-29,18040.0,9513.0,116 ST,6
2015-04-30,17908.0,9209.0,116 ST,6
2015-05-01,18250.0,9782.0,116 ST,6
2015-05-02,8698.0,3436.0,116 ST,6
2015-05-03,7772.0,2961.0,116 ST,6
2015-05-04,16755.0,8516.0,116 ST,6
2015-05-05,17923.0,9359.0,116 ST,6
2015-05-06,18032.0,9405.0,116 ST,6
2015-05-07,18248.0,9589.0,116 ST,6
2015-05-08,18325.0,9759.0,116 ST,6
2015-05-09,12002.0,7313.0,116 ST,6
2015-05-10,9738.0,6285.0,116 ST,6
2015-05-11,16777.0,8821.0,116 ST,6
2015-05-12,17686.0,9188.0,116 ST,6
2015-05-13,17926.0,9399.0,116 ST,6
2015-05-14,17616.0,9469.0,116 ST,6
2015-05-15,18077.0,9706.0,116 ST,6
2015-05-16,11772.0,6972.0,116 ST,6
2015-05-17,9774.0,5684.0,116 ST,6
2015-05-18,16834.0,8751.0,116 ST,6
2015-05-19,17464.0,9474.0,116 ST,6
