date,d_entries,d_exits,station,line
2015-01-01,10332.0,3020.0,96 ST,6
2015-01-02,17519.0,4936.0,96 ST,6
2015-01-03,11078.0,3331.0,96 ST,6
2015-01-04,8787.0,2849.0,96 ST,6
2015-01-05,25469.0,6281.0,96 ST,6
2015-01-06,26822.0,6305.0,96 ST,6
2015-01-07,27201.0,6527.0,96 ST,6
2015-01-08,25956.0,6243.0,96 ST,6
2015-01-09,26833.0,6404.0,96 ST,6
2015-01-10,12351.0,3619.0,96 ST,6
2015-01-11,9428.0,3060.0,96 ST,6
2015-01-12,25577.0,5995.0,96 ST,6
2015-01-13,27177.0,6462.0,96 ST,6
2015-01-14,27207.0,6319.0,96 ST,6
2015-01-15,27163.0,6663.0,96 ST,6
2015-01-16,26599.0,6469.0,96 ST,6
2015-01-17,11706.0,3818.0,96 ST,6
2015-01-18,9139.0,2835.0,96 ST,6
2015-01-19,13815.0,3902.0,96 ST,6
2015-01-20,26798.0,6404.0,96 ST,6
2015-01-21,27136.0,6400.0,96 ST,6
2015-01-22,27140.0,6628.0,96 ST,6
2015-01-23,27001.0,6557.0,96 ST,6
2015-01-24,12173.0,3558.0,96 ST,6
2015-01-25,10384.0,3168.0,96 ST,6
2015-01-26,24315.0,5879.0,96 ST,6
2015-01-27,6503.0,2278.0,96 ST,6
2015-01-28,26093.0,5854.0,96 ST,6
2015-01-29,27574.0,6595.0,96 ST,6
2015-01-30,26548.0,6353.0,96 ST,6
2015-01-31,13612.0,3971.0,96 ST,6
2015-02-01,10675.0,3471.0,96 ST,6
2015-02-02,25066.0,5622.0,96 ST,6
2015-02-03,28297.0,5842.0,96 ST,6
2015-02-04,29698.0,6414.0,96 ST,6
2015-02-05,29191.0,6510.0,96 ST,6
2015-02-06,28275.0,6251.0,96 ST,6
2015-02-07,13244.0,3418.0,96 ST,6
2015-02-08,10463.0,2992.0,96 ST,6
2015-02-09,26367.0,5941.0,96 ST,6
2015-02-10,28618.0,6434.0,96 ST,6
2015-02-11,29473.0,6804.0,96 ST,6
2015-02-12,28469.0,6278.0,96 ST,6
2015-02-13,27191.0,6159.0,96 ST,6
2015-02-14,12537.0,3885.0,96 ST,6
2015-02-15,9644.0,2995.0,96 ST,6
2015-02-16,11813.0,3469.0,96 ST,6
2015-02-17,23937.0,5605.0,96 ST,6
2015-02-18,25778.0,6156.0,96 ST,6
2015-02-19,25196.0,6024.0,96 ST,6
2015-02-20,24151.0,5844.0,96 ST,6
2015-02-21,12263.0,3442.0,96 ST,6
2015-02-22,10207.0,3130.0,96 ST,6
2015-02-23,26789.0,5971.0,96 ST,6
2015-02-24,28037.0,5968.0,96 ST,6
2015-02-25,28494.0,6092.0,96 ST,6
2015-02-26,28503.0,6395.0,96 ST,6
2015-02-27,28062.0,6355.0,96 ST,6
2015-02-28,13372.0,3572.0,96 ST,6
2015-03-01,10186.0,3369.0,96 ST,6
2015-03-02,26171.0,5226.0,96 ST,6
2015-03-03,28698.0,6328.0,96 ST,6
2015-03-04,28613.0,6127.0,96 ST,6
2015-03-05,26886.0,6110.0,96 ST,6
2015-03-06,27341.0,5871.0,96 ST,6
2015-03-07,13681.0,3467.0,96 ST,6
2015-03-08,10781.0,3195.0,96 ST,6
2015-03-09,27483.0,6021.0,96 ST,6
2015-03-10,28098.0,6007.0,96 ST,6
2015-03-11,27529.0,5834.0,96 ST,6
2015-03-12,28296.0,6060.0,96 ST,6
2015-03-13,27099.0,5784.0,96 ST,6
2015-03-14,12573.0,3392.0,96 ST,6
2015-03-15,10445.0,3029.0,96 ST,6
2015-03-16,26027.0,5739.0,96 ST,6
2015-03-17,28411.0,6540.0,96 ST,6
2015-03-18,27921.0,6156.0,96 ST,6
2015-03-19,27898.0,6273.0,96 ST,6
2015-03-20,26722.0,6141.0,96 ST,6
2015-03-21,11499.0,2151.0,96 ST,6
2015-03-22,8740.0,1553.0,96 ST,6
2015-03-23,26036.0,5546.0,96 ST,6
2015-03-24,27034.0,6166.0,96 ST,6
2015-03-25,27673.0,6143.0,96 ST,6
2015-03-26,27298.0,8028.0,96 ST,6
2015-03-27,27174.0,8538.0,96 ST,6
2015-03-28,11723.0,2275.0,96 ST,6
2015-03-29,8757.0,1542.0,96 ST,6
2015-03-30,26042.0,5903.0,96 ST,6
2015-03-31,28449.0,6402.0,96 ST,6
2015-04-01,28277.0,6199.0,96 ST,6
2015-04-02,28054.0,6282.0,96 ST,6
2015-04-03,21198.0,5862.0,96 ST,6
2015-04-04,6362.0,2660.0,96 ST,6
2015-04-05,3860.0,2235.0,96 ST,6
2015-04-06,22379.0,5856.0,96 ST,6
2015-04-07,24531.0,6346.0,96 ST,6
2015-04-08,24719.0,6222.0,96 ST,6
2015-04-09,24665.0,5927.0,96 ST,6
2015-04-10,24031.0,5943.0,96 ST,6
2015-04-11,12848.0,3591.0,96 ST,6
2015-04-12,10060.0,3179.0,96 ST,6
2015-04-13,26450.0,6101.0,96 ST,6
2015-04-14,27995.0,6421.0,96 ST,6
2015-04-15,28175.0,6307.0,96 ST,6
2015-04-16,28164.0,6374.0,96 ST,6
2015-04-17,27041.0,6182.0,96 ST,6
2015-04-18,6470.0,3068.0,96 ST,6
2015-04-19,4057.0,2574.0,96 ST,6
2015-04-20,25849.0,5872.0,96 ST,6
2015-04-21,28120.0,6379.0,96 ST,6
2015-04-22,28340.0,6467.0,96 ST,6
2015-04-23,28508.0,6485.0,96 ST,6
2015-04-24,27723.0,6292.0,96 ST,6
2015-04-25,10841.0,1905.0,96 ST,6
2015-04-26,7706.0,1167.0,96 ST,6
2015-04-27,26401.0,6017.0,96 ST,6
2015-04-28,28075.0,6344.0,96 ST,6
2015-04-29,28139.0,6184.0,96 ST,6
2015-04-30,27998.0,5892.0,96 ST,6
2015-05-01,27427.0,5565.0,96 ST,6
2015-05-02,6073.0,2491.0,96 ST,6
2015-05-03,4006.0,2027.0,96 ST,6
2015-05-04,29159.0,5471.0,96 ST,6
2015-05-05,31630.0,5784.0,96 ST,6
2015-05-06,31746.0,5557.0,96 ST,6
2015-05-07,32079.0,5417.0,96 ST,6
2015-05-08,31485.0,5463.0,96 ST,6
2015-05-09,14146.0,3574.0,96 ST,6
2015-05-10,10692.0,2929.0,96 ST,6
2015-05-11,29715.0,5102.0,96 ST,6
2015-05-12,32143.0,5505.0,96 ST,6
2015-05-13,32243.0,5056.0,96 ST,6
2015-05-14,32650.0,5340.0,96 ST,6
2015-05-15,31750.0,5162.0,96 ST,6
2015-05-16,14642.0,3169.0,96 ST,6
2015-05-17,11442.0,2708.0,96 ST,6
2015-05-18,30078.0,4975.0,96 ST,6
2015-05-19,31517.0,5059.0,96 ST,6
2015-05-20,32368.0,4998.0,96 ST,6
2015-05-21,32107.0,5236.0,96 ST,6
2015-05-22,30039.0,4875.0,96 ST,6
2015-05-23,13006.0,2917.0,96 ST,6
2015-05-24,10784.0,2619.0,96 ST,6
2015-05-25,10885.0,2672.0,96 ST,6
2015-05-26,30064.0,4975.0,96 ST,6
2015-05-27,31638.0,5123.0,96 ST,6
2015-05-28,31508.0,4933.0,96 ST,6
2015-05-29,31218.0,4846.0,96 ST,6
2015-05-30,14676.0,2957.0,96 ST,6
2015-05-31,11481.0,2597.0,96 ST,6
2015-06-01,29671.0,4875.0,96 ST,6
2015-06-02,31774.0,5019.0,96 ST,6
2015-06-03,32354.0,5055.0,96 ST,6
2015-06-04,31203.0,5003.0,96 ST,6
2015-06-05,31665.0,4873.0,96 ST,6
2015-06-06,15315.0,3204.0,96 ST,6
2015-06-07,12455.0,2759.0,96 ST,6
2015-06-08,30797.0,4716.0,96 ST,6
2015-06-09,32802.0,4948.0,96 ST,6
2015-06-10,33384.0,4993.0,96 ST,6
2015-06-11,32081.0,5125.0,96 ST,6
2015-06-12,30694.0,4875.0,96 ST,6
2015-06-13,15727.0,3140.0,96 ST,6
2015-06-14,12512.0,2917.0,96 ST,6
2015-06-15,29663.0,4724.0,96 ST,6
2015-06-16,30902.0,4767.0,96 ST,6
2015-06-17,31702.0,4888.0,96 ST,6
2015-06-18,30849.0,5020.0,96 ST,6
2015-06-19,30085.0,4785.0,96 ST,6
2015-06-20,15222.0,3646.0,96 ST,6
2015-06-21,11007.0,2822.0,96 ST,6
2015-06-22,28666.0,4973.0,96 ST,6
2015-06-23,30257.0,5061.0,96 ST,6
2015-06-24,30071.0,4880.0,96 ST,6
2015-06-25,30171.0,5039.0,96 ST,6
2015-06-26,29714.0,5055.0,96 ST,6
2015-06-27,15065.0,3154.0,96 ST,6
2015-06-28,12010.0,2288.0,96 ST,6
2015-06-29,27433.0,4672.0,96 ST,6
2015-06-30,28831.0,4681.0,96 ST,6
2015-07-01,28773.0,4484.0,96 ST,6
2015-07-02,28021.0,4773.0,96 ST,6
2015-07-03,15526.0,3215.0,96 ST,6
2015-07-04,11668.0,2292.0,96 ST,6
2015-07-05,9819.0,2538.0,96 ST,6
2015-07-06,27378.0,4899.0,96 ST,6
2015-07-07,30019.0,4927.0,96 ST,6
2015-07-08,29577.0,4696.0,96 ST,6
2015-07-09,29967.0,4826.0,96 ST,6
2015-07-10,28994.0,4797.0,96 ST,6
2015-07-11,14338.0,2800.0,96 ST,6
2015-07-12,11418.0,2506.0,96 ST,6
2015-07-13,28366.0,4772.0,96 ST,6
2015-07-14,30041.0,4997.0,96 ST,6
2015-07-15,29830.0,4795.0,96 ST,6
2015-07-16,30274.0,4918.0,96 ST,6
2015-07-17,29595.0,4805.0,96 ST,6
2015-07-18,8919.0,2957.0,96 ST,6
2015-07-19,5593.0,2197.0,96 ST,6
2015-07-20,26783.0,4208.0,96 ST,6
2015-07-21,29423.0,4545.0,96 ST,6
2015-07-22,30139.0,4517.0,96 ST,6
2015-07-23,29916.0,4477.0,96 ST,6
2015-07-24,28404.0,4528.0,96 ST,6
2015-07-25,12654.0,2660.0,96 ST,6
2015-07-26,9674.0,2284.0,96 ST,6
2015-07-27,27336.0,4403.0,96 ST,6
2015-07-28,29238.0,4425.0,96 ST,6
2015-07-29,29156.0,4563.0,96 ST,6
2015-07-30,28863.0,4271.0,96 ST,6
2015-07-31,27863.0,4395.0,96 ST,6
2015-08-01,14181.0,2559.0,96 ST,6
2015-08-02,10964.0,2228.0,96 ST,6
2015-08-03,26928.0,4384.0,96 ST,6
2015-08-04,28726.0,4360.0,96 ST,6
2015-08-05,28932.0,4497.0,96 ST,6
2015-08-06,29050.0,4501.0,96 ST,6
2015-08-07,27743.0,4415.0,96 ST,6
2015-08-08,13463.0,2601.0,96 ST,6
2015-08-09,10701.0,2317.0,96 ST,6
2015-08-10,26325.0,4114.0,96 ST,6
2015-08-11,26586.0,4098.0,96 ST,6
2015-08-12,28212.0,4260.0,96 ST,6
2015-08-13,28463.0,4498.0,96 ST,6
2015-08-14,27046.0,4312.0,96 ST,6
2015-08-15,13601.0,2848.0,96 ST,6
2015-08-16,10484.0,2515.0,96 ST,6
2015-08-17,25185.0,4051.0,96 ST,6
2015-08-18,27034.0,4151.0,96 ST,6
2015-08-19,27061.0,4217.0,96 ST,6
2015-08-20,27070.0,4220.0,96 ST,6
2015-08-21,25250.0,4123.0,96 ST,6
2015-08-22,13580.0,2763.0,96 ST,6
2015-08-23,10878.0,2435.0,96 ST,6
2015-08-24,25919.0,3960.0,96 ST,6
2015-08-25,27390.0,4167.0,96 ST,6
2015-08-26,27615.0,4220.0,96 ST,6
2015-08-27,28304.0,4483.0,96 ST,6
2015-08-28,27110.0,4223.0,96 ST,6
2015-08-29,13735.0,2708.0,96 ST,6
2015-08-30,10915.0,2536.0,96 ST,6
2015-08-31,26379.0,5916.0,96 ST,6
2015-09-01,28136.0,5190.0,96 ST,6
2015-09-02,28579.0,6215.0,96 ST,6
2015-09-03,28259.0,5312.0,96 ST,6
2015-09-04,26068.0,5111.0,96 ST,6
2015-09-05,13181.0,2920.0,96 ST,6
2015-09-06,10644.0,2665.0,96 ST,6
2015-09-07,10471.0,2626.0,96 ST,6
2015-09-08,28559.0,5697.0,96 ST,6
2015-09-09,32627.0,5904.0,96 ST,6
2015-09-10,33024.0,5874.0,96 ST,6
2015-09-11,32015.0,5450.0,96 ST,6
2015-09-12,14214.0,3092.0,96 ST,6
2015-09-13,10692.0,2533.0,96 ST,6
2015-09-14,23685.0,4973.0,96 ST,6
2015-09-15,26292.0,5418.0,96 ST,6
2015-09-16,31002.0,5739.0,96 ST,6
2015-09-17,31039.0,5634.0,96 ST,6
2015-09-18,29538.0,5440.0,96 ST,6
2015-09-19,6673.0,2472.0,96 ST,6
2015-09-20,4394.0,2086.0,96 ST,6
2015-09-21,28413.0,5430.0,96 ST,6
2015-09-22,29425.0,5874.0,96 ST,6
2015-09-23,24269.0,5259.0,96 ST,6
2015-09-24,29304.0,5960.0,96 ST,6
2015-09-25,29774.0,5789.0,96 ST,6
2015-09-26,6193.0,2530.0,96 ST,6
2015-09-27,4325.0,2393.0,96 ST,6
2015-09-28,28407.0,5446.0,96 ST,6
2015-09-29,30303.0,5922.0,96 ST,6
2015-09-30,30143.0,5736.0,96 ST,6
2015-10-01,31094.0,5814.0,96 ST,6
2015-10-02,28878.0,5497.0,96 ST,6
2015-10-03,12017.0,2866.0,96 ST,6
2015-10-04,9390.0,2705.0,96 ST,6
2015-10-05,27917.0,5627.0,96 ST,6
2015-10-06,30906.0,5653.0,96 ST,6
2015-10-07,30774.0,5810.0,96 ST,6
2015-10-08,30640.0,5735.0,96 ST,6
2015-10-09,28646.0,5545.0,96 ST,6
2015-10-10,13105.0,2962.0,96 ST,6
2015-10-11,10516.0,2814.0,96 ST,6
2015-10-12,20039.0,4646.0,96 ST,6
2015-10-13,29767.0,5643.0,96 ST,6
2015-10-14,29908.0,5925.0,96 ST,6
2015-10-15,30609.0,5777.0,96 ST,6
2015-10-16,28849.0,5913.0,96 ST,6
2015-10-17,13294.0,3130.0,96 ST,6
2015-10-18,10280.0,2855.0,96 ST,6
2015-10-19,28077.0,5494.0,96 ST,6
2015-10-20,29877.0,6034.0,96 ST,6
2015-10-21,30916.0,5897.0,96 ST,6
2015-10-22,30755.0,5883.0,96 ST,6
2015-10-23,29658.0,5752.0,96 ST,6
2015-10-24,14096.0,3507.0,96 ST,6
2015-10-25,10386.0,3109.0,96 ST,6
2015-10-26,28349.0,5643.0,96 ST,6
2015-10-27,29737.0,5750.0,96 ST,6
2015-10-28,29881.0,5837.0,96 ST,6
