date,d_entries,d_exits,station,line
2015-01-01,7831.0,6480.0,103 ST,6
2015-01-02,12518.0,9128.0,103 ST,6
2015-01-03,9013.0,7069.0,103 ST,6
2015-01-04,6949.0,5588.0,103 ST,6
2015-01-05,16839.0,19310.0,103 ST,6
2015-01-06,16766.0,14531.0,103 ST,6
2015-01-07,16414.0,14285.0,103 ST,6
2015-01-08,15816.0,13586.0,103 ST,6
2015-01-09,16549.0,13863.0,103 ST,6
2015-01-10,10436.0,9861.0,103 ST,6
2015-01-11,7173.0,6776.0,103 ST,6
2015-01-12,16006.0,13771.0,103 ST,6
2015-01-13,16837.0,14387.0,103 ST,6
2015-01-14,17238.0,14838.0,103 ST,6
2015-01-15,17384.0,14768.0,103 ST,6
2015-01-16,17506.0,14991.0,103 ST,6
2015-01-17,9190.0,8633.0,103 ST,6
2015-01-18,6621.0,6479.0,103 ST,6
2015-01-19,9619.0,9004.0,103 ST,6
2015-01-20,16785.0,14433.0,103 ST,6
2015-01-21,17214.0,14962.0,103 ST,6
2015-01-22,17375.0,14630.0,103 ST,6
2015-01-23,17389.0,14682.0,103 ST,6
2015-01-24,9285.0,8702.0,103 ST,6
2015-01-25,7547.0,7141.0,103 ST,6
2015-01-26,14726.0,13699.0,103 ST,6
2015-01-27,4315.0,3793.0,103 ST,6
2015-01-28,16108.0,13185.0,103 ST,6
2015-01-29,17030.0,14910.0,103 ST,6
2015-01-30,16944.0,14568.0,103 ST,6
2015-01-31,9977.0,9062.0,103 ST,6
2015-02-01,7620.0,7405.0,103 ST,6
2015-02-02,13833.0,10807.0,103 ST,6
2015-02-03,17982.0,16360.0,103 ST,6
2015-02-04,18088.0,15419.0,103 ST,6
2015-02-05,18275.0,15501.0,103 ST,6
2015-02-06,17646.0,14768.0,103 ST,6
2015-02-07,9858.0,8471.0,103 ST,6
2015-02-08,8004.0,6990.0,103 ST,6
2015-02-09,16337.0,13835.0,103 ST,6
2015-02-10,17785.0,14856.0,103 ST,6
2015-02-11,18225.0,15377.0,103 ST,6
2015-02-12,17615.0,15019.0,103 ST,6
2015-02-13,17619.0,14697.0,103 ST,6
2015-02-14,9848.0,9099.0,103 ST,6
2015-02-15,7071.0,6772.0,103 ST,6
2015-02-16,8536.0,7713.0,103 ST,6
2015-02-17,14245.0,12556.0,103 ST,6
2015-02-18,15221.0,13320.0,103 ST,6
2015-02-19,15296.0,13546.0,103 ST,6
2015-02-20,14353.0,12681.0,103 ST,6
2015-02-21,9282.0,8874.0,103 ST,6
2015-02-22,7421.0,7204.0,103 ST,6
2015-02-23,16709.0,13926.0,103 ST,6
2015-02-24,17126.0,14581.0,103 ST,6
2015-02-25,17668.0,14830.0,103 ST,6
2015-02-26,17648.0,15026.0,103 ST,6
2015-02-27,18001.0,15433.0,103 ST,6
2015-02-28,10310.0,9683.0,103 ST,6
2015-03-01,7423.0,7612.0,103 ST,6
2015-03-02,16497.0,13484.0,103 ST,6
2015-03-03,17937.0,15486.0,103 ST,6
2015-03-04,17858.0,14849.0,103 ST,6
2015-03-05,16282.0,14447.0,103 ST,6
2015-03-06,17395.0,14600.0,103 ST,6
2015-03-07,10686.0,10056.0,103 ST,6
2015-03-08,8446.0,8089.0,103 ST,6
2015-03-09,17103.0,14706.0,103 ST,6
2015-03-10,17451.0,14564.0,103 ST,6
2015-03-11,17388.0,13923.0,103 ST,6
2015-03-12,17425.0,14575.0,103 ST,6
2015-03-13,17115.0,14118.0,103 ST,6
2015-03-14,9833.0,9137.0,103 ST,6
2015-03-15,7795.0,7608.0,103 ST,6
2015-03-16,16808.0,14752.0,103 ST,6
2015-03-17,18033.0,15394.0,103 ST,6
2015-03-18,18034.0,15418.0,103 ST,6
2015-03-19,17972.0,15607.0,103 ST,6
2015-03-20,17538.0,14970.0,103 ST,6
2015-03-21,8982.0,6649.0,103 ST,6
2015-03-22,6436.0,4880.0,103 ST,6
2015-03-23,16764.0,14074.0,103 ST,6
2015-03-24,17524.0,15115.0,103 ST,6
2015-03-25,17844.0,15388.0,103 ST,6
2015-03-26,17609.0,15278.0,103 ST,6
2015-03-27,17697.0,15405.0,103 ST,6
2015-03-28,8836.0,7210.0,103 ST,6
2015-03-29,6542.0,5070.0,103 ST,6
2015-03-30,16726.0,13994.0,103 ST,6
2015-03-31,17985.0,15658.0,103 ST,6
2015-04-01,17986.0,15349.0,103 ST,6
2015-04-02,17758.0,15273.0,103 ST,6
2015-04-03,13945.0,12771.0,103 ST,6
2015-04-04,7595.0,7457.0,103 ST,6
2015-04-05,5091.0,5696.0,103 ST,6
2015-04-06,14053.0,12781.0,103 ST,6
2015-04-07,15099.0,13505.0,103 ST,6
2015-04-08,15200.0,13315.0,103 ST,6
2015-04-09,15218.0,13797.0,103 ST,6
2015-04-10,15148.0,13234.0,103 ST,6
2015-04-11,10369.0,9845.0,103 ST,6
2015-04-12,7842.0,7695.0,103 ST,6
2015-04-13,17017.0,14646.0,103 ST,6
2015-04-14,17673.0,14973.0,103 ST,6
2015-04-15,18018.0,15557.0,103 ST,6
2015-04-16,17971.0,15174.0,103 ST,6
2015-04-17,17558.0,15247.0,103 ST,6
2015-04-18,8496.0,8601.0,103 ST,6
2015-04-19,5577.0,6328.0,103 ST,6
2015-04-20,16141.0,14196.0,103 ST,6
2015-04-21,17859.0,14988.0,103 ST,6
2015-04-22,17733.0,15276.0,103 ST,6
2015-04-23,18114.0,15664.0,103 ST,6
2015-04-24,17634.0,15266.0,103 ST,6
2015-04-25,9290.0,7241.0,103 ST,6
2015-04-26,6226.0,4794.0,103 ST,6
2015-04-27,16745.0,14103.0,103 ST,6
2015-04-28,17584.0,15318.0,103 ST,6
2015-04-29,17739.0,15442.0,103 ST,6
2015-04-30,17795.0,15520.0,103 ST,6
2015-05-01,17619.0,15314.0,103 ST,6
2015-05-02,7728.0,8641.0,103 ST,6
2015-05-03,5368.0,6198.0,103 ST,6
2015-05-04,11223.0,12499.0,103 ST,6
2015-05-05,10763.0,12814.0,103 ST,6
2015-05-06,10297.0,12658.0,103 ST,6
2015-05-07,10387.0,12777.0,103 ST,6
2015-05-08,10171.0,12864.0,103 ST,6
2015-05-09,5474.0,7360.0,103 ST,6
2015-05-10,4278.0,5485.0,103 ST,6
2015-05-11,9402.0,11958.0,103 ST,6
2015-05-12,9619.0,12132.0,103 ST,6
2015-05-13,9680.0,12712.0,103 ST,6
2015-05-14,9486.0,12665.0,103 ST,6
2015-05-15,9409.0,12468.0,103 ST,6
2015-05-16,5317.0,7705.0,103 ST,6
2015-05-17,4008.0,6000.0,103 ST,6
2015-05-18,8902.0,11998.0,103 ST,6
2015-05-19,9113.0,12336.0,103 ST,6
2015-05-20,9268.0,12245.0,103 ST,6
2015-05-21,9273.0,12629.0,103 ST,6
2015-05-22,9114.0,12051.0,103 ST,6
2015-05-23,4878.0,6991.0,103 ST,6
2015-05-24,4009.0,5689.0,103 ST,6
2015-05-25,4244.0,5752.0,103 ST,6
2015-05-26,8833.0,12031.0,103 ST,6
2015-05-27,9019.0,12217.0,103 ST,6
2015-05-28,8773.0,12294.0,103 ST,6
2015-05-29,8898.0,12403.0,103 ST,6
2015-05-30,5301.0,7301.0,103 ST,6
2015-05-31,3992.0,5983.0,103 ST,6
2015-06-01,8501.0,11573.0,103 ST,6
2015-06-02,8792.0,12142.0,103 ST,6
2015-06-03,8979.0,12300.0,103 ST,6
2015-06-04,8143.0,12281.0,103 ST,6
2015-06-05,8955.0,13354.0,103 ST,6
2015-06-06,5510.0,7873.0,103 ST,6
2015-06-07,4281.0,6678.0,103 ST,6
2015-06-08,8370.0,11830.0,103 ST,6
2015-06-09,8798.0,12707.0,103 ST,6
2015-06-10,8838.0,12259.0,103 ST,6
2015-06-11,8478.0,12042.0,103 ST,6
2015-06-12,8750.0,12104.0,103 ST,6
2015-06-13,6473.0,8208.0,103 ST,6
2015-06-14,4418.0,6407.0,103 ST,6
2015-06-15,7788.0,11491.0,103 ST,6
2015-06-16,8467.0,12223.0,103 ST,6
2015-06-17,8526.0,12419.0,103 ST,6
2015-06-18,8070.0,12014.0,103 ST,6
2015-06-19,8230.0,11695.0,103 ST,6
2015-06-20,5047.0,7661.0,103 ST,6
2015-06-21,3887.0,5907.0,103 ST,6
2015-06-22,7598.0,11595.0,103 ST,6
2015-06-23,7898.0,11042.0,103 ST,6
2015-06-24,8019.0,11863.0,103 ST,6
2015-06-25,7993.0,12163.0,103 ST,6
2015-06-26,7986.0,11773.0,103 ST,6
2015-06-27,5005.0,8763.0,103 ST,6
2015-06-28,3562.0,5389.0,103 ST,6
2015-06-29,6745.0,10489.0,103 ST,6
2015-06-30,7402.0,11581.0,103 ST,6
2015-07-01,7229.0,11207.0,103 ST,6
2015-07-02,7010.0,10738.0,103 ST,6
2015-07-03,5037.0,7227.0,103 ST,6
2015-07-04,3768.0,5328.0,103 ST,6
2015-07-05,3420.0,5807.0,103 ST,6
2015-07-06,6771.0,10486.0,103 ST,6
2015-07-07,7147.0,11097.0,103 ST,6
2015-07-08,7217.0,11329.0,103 ST,6
2015-07-09,7144.0,11155.0,103 ST,6
2015-07-10,7085.0,11089.0,103 ST,6
2015-07-11,4497.0,6705.0,103 ST,6
2015-07-12,3572.0,5430.0,103 ST,6
2015-07-13,6857.0,10878.0,103 ST,6
2015-07-14,6987.0,11275.0,103 ST,6
2015-07-15,6795.0,11257.0,103 ST,6
2015-07-16,6570.0,10716.0,103 ST,6
2015-07-17,7089.0,11522.0,103 ST,6
2015-07-18,4338.0,6929.0,103 ST,6
2015-07-19,3812.0,5849.0,103 ST,6
2015-07-20,6656.0,10499.0,103 ST,6
2015-07-21,7046.0,11539.0,103 ST,6
2015-07-22,7228.0,11786.0,103 ST,6
2015-07-23,7294.0,11392.0,103 ST,6
2015-07-24,7156.0,11263.0,103 ST,6
2015-07-25,4931.0,7394.0,103 ST,6
2015-07-26,3752.0,5912.0,103 ST,6
2015-07-27,6703.0,10695.0,103 ST,6
2015-07-28,7119.0,11109.0,103 ST,6
2015-07-29,6873.0,11140.0,103 ST,6
2015-07-30,6987.0,10903.0,103 ST,6
2015-07-31,7106.0,10792.0,103 ST,6
2015-08-01,4693.0,7078.0,103 ST,6
2015-08-02,3699.0,5642.0,103 ST,6
2015-08-03,6752.0,10504.0,103 ST,6
2015-08-04,6963.0,10878.0,103 ST,6
2015-08-05,6965.0,11356.0,103 ST,6
2015-08-07,6749.0,10663.0,103 ST,6
2015-08-08,4404.0,6696.0,103 ST,6
2015-08-09,3611.0,5515.0,103 ST,6
2015-08-10,6421.0,10162.0,103 ST,6
2015-08-11,6305.0,10132.0,103 ST,6
2015-08-12,6994.0,11248.0,103 ST,6
2015-08-13,6762.0,11030.0,103 ST,6
2015-08-14,6732.0,10862.0,103 ST,6
2015-08-15,4458.0,6753.0,103 ST,6
2015-08-16,3714.0,5994.0,103 ST,6
2015-08-17,6294.0,9915.0,103 ST,6
2015-08-18,6527.0,10086.0,103 ST,6
2015-08-19,6682.0,10960.0,103 ST,6
2015-08-20,6535.0,10244.0,103 ST,6
2015-08-21,5766.0,9559.0,103 ST,6
2015-08-22,4367.0,6583.0,103 ST,6
2015-08-23,3189.0,5421.0,103 ST,6
2015-08-24,5938.0,9650.0,103 ST,6
2015-08-25,6287.0,9922.0,103 ST,6
2015-08-26,6378.0,10252.0,103 ST,6
2015-08-27,6556.0,10280.0,103 ST,6
2015-08-28,6263.0,10145.0,103 ST,6
2015-08-29,4172.0,6202.0,103 ST,6
2015-08-30,3252.0,5433.0,103 ST,6
2015-08-31,6444.0,9884.0,103 ST,6
2015-09-01,6796.0,10372.0,103 ST,6
2015-09-02,6749.0,10676.0,103 ST,6
2015-09-03,6804.0,10576.0,103 ST,6
2015-09-04,6554.0,10492.0,103 ST,6
2015-09-05,4121.0,6653.0,103 ST,6
2015-09-06,3429.0,5691.0,103 ST,6
2015-09-07,3563.0,5464.0,103 ST,6
2015-09-08,6970.0,10810.0,103 ST,6
2015-09-09,7996.0,12130.0,103 ST,6
2015-09-10,7931.0,11886.0,103 ST,6
2015-09-11,8373.0,12261.0,103 ST,6
2015-09-12,6117.0,8694.0,103 ST,6
2015-09-13,5293.0,6749.0,103 ST,6
2015-09-14,10234.0,12128.0,103 ST,6
2015-09-15,11660.0,13152.0,103 ST,6
2015-09-16,14292.0,15564.0,103 ST,6
2015-09-17,14662.0,15857.0,103 ST,6
2015-09-18,14850.0,15383.0,103 ST,6
2015-09-19,6891.0,8298.0,103 ST,6
2015-09-20,5001.0,7148.0,103 ST,6
2015-09-21,14308.0,14974.0,103 ST,6
2015-09-22,14708.0,15683.0,103 ST,6
2015-09-23,13170.0,13810.0,103 ST,6
2015-09-24,13915.0,14580.0,103 ST,6
2015-09-25,15713.0,16148.0,103 ST,6
2015-09-26,6665.0,8187.0,103 ST,6
2015-09-27,4944.0,6668.0,103 ST,6
2015-09-28,14984.0,15353.0,103 ST,6
2015-09-29,15676.0,16231.0,103 ST,6
2015-09-30,15705.0,16105.0,103 ST,6
2015-10-01,16386.0,16547.0,103 ST,6
2015-10-02,15685.0,15635.0,103 ST,6
2015-10-03,8129.0,8333.0,103 ST,6
2015-10-04,6257.0,7149.0,103 ST,6
2015-10-05,15459.0,15652.0,103 ST,6
2015-10-06,14127.0,14922.0,103 ST,6
2015-10-07,15371.0,14297.0,103 ST,6
2015-10-08,15521.0,15303.0,103 ST,6
2015-10-09,15627.0,15320.0,103 ST,6
2015-10-10,8669.0,8530.0,103 ST,6
2015-10-11,6940.0,7372.0,103 ST,6
2015-10-12,10737.0,11264.0,103 ST,6
2015-10-13,15640.0,14867.0,103 ST,6
2015-10-14,15793.0,15490.0,103 ST,6
2015-10-15,16335.0,15410.0,103 ST,6
2015-10-16,15727.0,14942.0,103 ST,6
2015-10-17,9594.0,10017.0,103 ST,6
2015-10-18,6907.0,7610.0,103 ST,6
2015-10-19,15041.0,14649.0,103 ST,6
2015-10-20,15688.0,14830.0,103 ST,6
2015-10-21,16223.0,15541.0,103 ST,6
2015-10-22,16038.0,15097.0,103 ST,6
2015-10-23,16342.0,15352.0,103 ST,6
2015-10-24,8984.0,9841.0,103 ST,6
2015-10-25,7009.0,7519.0,103 ST,6
2015-10-26,15733.0,14638.0,103 ST,6
2015-10-27,16090.0,14961.0,103 ST,6
2015-10-28,15692.0,14839.0,103 ST,6
2015-10-29,16594.0,15017.0,103 ST,6
2015-10-30,16343.0,15233.0,103 ST,6
2015-10-31,10095.0,10126.0,103 ST,6
2015-11-01,8718.0,10717.0,103 ST,6
2015-11-02,15480.0,14214.0,103 ST,6
2015-11-03,14466.0,13811.0,103 ST,6
2015-11-04,16674.0,15543.0,103 ST,6
2015-11-05,16107.0,15070.0,103 ST,6
2015-11-06,11746.0,10156.0,103 ST,6
2015-11-07,13898.0,13725.0,103 ST,6
2015-11-08,7098.0,7476.0,103 ST,6
2015-11-09,15523.0,13987.0,103 ST,6
2015-11-10,16263.0,14926.0,103 ST,6
2015-11-11,13589.0,13467.0,103 ST,6
2015-11-12,16633.0,15662.0,103 ST,6
2015-11-13,17115.0,16138.0,103 ST,6
2015-11-14,9579.0,10040.0,103 ST,6
2015-11-15,7248.0,7761.0,103 ST,6
2015-11-16,15767.0,14654.0,103 ST,6
2015-11-17,16520.0,15662.0,103 ST,6
2015-11-18,16555.0,15760.0,103 ST,6
2015-11-19,16644.0,15995.0,103 ST,6
2015-11-20,16574.0,16257.0,103 ST,6
2015-11-21,9682.0,9713.0,103 ST,6
2015-11-22,7316.0,7715.0,103 ST,6
2015-11-23,16308.0,15163.0,103 ST,6
2015-11-24,16536.0,16157.0,103 ST,6
2015-11-25,15536.0,15019.0,103 ST,6
2015-11-26,7469.0,7672.0,103 ST,6
2015-11-27,10117.0,9593.0,103 ST,6
2015-11-28,8251.0,8457.0,103 ST,6
2015-11-29,6786.0,7436.0,103 ST,6
2015-11-30,15476.0,14549.0,103 ST,6
2015-12-01,15293.0,15146.0,103 ST,6
2015-12-02,16220.0,14173.0,103 ST,6
2015-12-03,16497.0,14862.0,103 ST,6
2015-12-04,16729.0,15058.0,103 ST,6
2015-12-05,9965.0,10316.0,103 ST,6
2015-12-06,7266.0,7955.0,103 ST,6
2015-12-07,15965.0,15080.0,103 ST,6
2015-12-08,16936.0,15939.0,103 ST,6
2015-12-09,17107.0,16193.0,103 ST,6
2015-12-10,16880.0,16364.0,103 ST,6
2015-12-11,17081.0,16538.0,103 ST,6
2015-12-12,11445.0,11986.0,103 ST,6
2015-12-13,7673.0,8438.0,103 ST,6
2015-12-14,15975.0,15025.0,103 ST,6
2015-12-15,16509.0,15631.0,103 ST,6
2015-12-16,16900.0,16039.0,103 ST,6
2015-12-17,16286.0,15594.0,103 ST,6
