date,d_entries,d_exits,station,line
2016-12-31,10.0,188.0,86 ST-2 AVE,Q
2017-01-01,12207.0,9897.0,86 ST-2 AVE,Q
2017-01-02,14395.0,12385.0,86 ST-2 AVE,Q
2017-01-03,16764.0,14033.0,86 ST-2 AVE,Q
2017-01-04,18827.0,14247.0,86 ST-2 AVE,Q
2017-01-05,18895.0,13535.0,86 ST-2 AVE,Q
2017-01-06,19538.0,15237.0,86 ST-2 AVE,Q
2017-01-07,15396.0,13524.0,86 ST-2 AVE,Q
2017-01-08,13141.0,11968.0,86 ST-2 AVE,Q
2017-01-09,18340.0,12303.0,86 ST-2 AVE,Q
2017-01-10,19928.0,15942.0,86 ST-2 AVE,Q
2017-01-11,20161.0,16544.0,86 ST-2 AVE,Q
2017-01-12,21200.0,16841.0,86 ST-2 AVE,Q
2017-01-13,21301.0,17448.0,86 ST-2 AVE,Q
2017-01-14,17679.0,15663.0,86 ST-2 AVE,Q
2017-01-15,15778.0,13492.0,86 ST-2 AVE,Q
2017-01-16,15998.0,14417.0,86 ST-2 AVE,Q
2017-01-17,19741.0,15489.0,86 ST-2 AVE,Q
2017-01-18,20948.0,16259.0,86 ST-2 AVE,Q
2017-01-19,21663.0,17457.0,86 ST-2 AVE,Q
2017-01-20,21286.0,17326.0,86 ST-2 AVE,Q
2017-01-21,18026.0,16035.0,86 ST-2 AVE,Q
2017-01-22,14333.0,13417.0,86 ST-2 AVE,Q
2017-01-23,19607.0,15628.0,86 ST-2 AVE,Q
2017-01-24,20948.0,16567.0,86 ST-2 AVE,Q
2017-01-25,23001.0,17860.0,86 ST-2 AVE,Q
2017-01-26,22473.0,17652.0,86 ST-2 AVE,Q
2017-01-27,23035.0,18140.0,86 ST-2 AVE,Q
2017-01-28,19147.0,16301.0,86 ST-2 AVE,Q
2017-01-29,16183.0,15089.0,86 ST-2 AVE,Q
2017-01-30,20934.0,15969.0,86 ST-2 AVE,Q
2017-01-31,22007.0,16846.0,86 ST-2 AVE,Q
2017-02-01,22680.0,18317.0,86 ST-2 AVE,Q
2017-02-02,22980.0,17690.0,86 ST-2 AVE,Q
2017-02-03,23197.0,17731.0,86 ST-2 AVE,Q
2017-02-04,19022.0,16347.0,86 ST-2 AVE,Q
2017-02-05,15719.0,14522.0,86 ST-2 AVE,Q
2017-02-06,21777.0,16201.0,86 ST-2 AVE,Q
2017-02-07,22448.0,17127.0,86 ST-2 AVE,Q
2017-02-08,22643.0,16944.0,86 ST-2 AVE,Q
2017-02-09,16582.0,13746.0,86 ST-2 AVE,Q
2017-02-10,23231.0,16010.0,86 ST-2 AVE,Q
2017-02-11,19107.0,15641.0,86 ST-2 AVE,Q
2017-02-12,14462.0,13659.0,86 ST-2 AVE,Q
2017-02-13,21935.0,16242.0,86 ST-2 AVE,Q
2017-02-14,23156.0,17365.0,86 ST-2 AVE,Q
2017-02-15,23205.0,17109.0,86 ST-2 AVE,Q
2017-02-16,22956.0,17778.0,86 ST-2 AVE,Q
2017-02-17,23202.0,17527.0,86 ST-2 AVE,Q
2017-02-18,16856.0,13382.0,86 ST-2 AVE,Q
2017-02-19,15242.0,12144.0,86 ST-2 AVE,Q
2017-02-20,15130.0,12970.0,86 ST-2 AVE,Q
2017-02-21,21313.0,15702.0,86 ST-2 AVE,Q
2017-02-22,22036.0,16951.0,86 ST-2 AVE,Q
2017-02-23,22393.0,17175.0,86 ST-2 AVE,Q
2017-02-24,22600.0,17105.0,86 ST-2 AVE,Q
2017-02-25,18045.0,14830.0,86 ST-2 AVE,Q
2017-02-26,15140.0,13467.0,86 ST-2 AVE,Q
2017-02-27,21225.0,15315.0,86 ST-2 AVE,Q
2017-02-28,22834.0,16666.0,86 ST-2 AVE,Q
2017-03-01,21870.0,16875.0,86 ST-2 AVE,Q
2017-03-02,22860.0,16711.0,86 ST-2 AVE,Q
2017-03-03,23324.0,17553.0,86 ST-2 AVE,Q
2017-03-04,18790.0,15266.0,86 ST-2 AVE,Q
2017-03-05,14828.0,13079.0,86 ST-2 AVE,Q
2017-03-06,21874.0,15561.0,86 ST-2 AVE,Q
2017-03-07,23051.0,16986.0,86 ST-2 AVE,Q
2017-03-08,23670.0,17435.0,86 ST-2 AVE,Q
2017-03-09,23971.0,16898.0,86 ST-2 AVE,Q
2017-03-10,23579.0,17645.0,86 ST-2 AVE,Q
2017-03-11,18710.0,15454.0,86 ST-2 AVE,Q
2017-03-12,15523.0,14317.0,86 ST-2 AVE,Q
2017-03-13,23236.0,16018.0,86 ST-2 AVE,Q
2017-03-14,8145.0,7187.0,86 ST-2 AVE,Q
2017-03-15,23811.0,16756.0,86 ST-2 AVE,Q
